"","HF","FT","HW","id"
"7761","0.934","0.585","1.254","Trinervitermes trinervius Worker"
"7762","0.893","0.805","1.165","Trinervitermes trinervius Worker"
"7763","0.919","0.793","1.445","Trinervitermes trinervius Worker"
"7764","0.954","1.022","1.516","Trinervitermes trinervius Worker"
"7765","0.766","0.679","1.251","Trinervitermes trinervius Worker"
"7766","1.31","0.902","1.639","Trinervitermes trinervius Worker"
"7767","1.281","1.26","1.769","Trinervitermes trinervius Worker"
"7768","1.15","1.039","1.676","Trinervitermes trinervius Worker"
"7769","1.16","0.797","1.576","Trinervitermes trinervius Worker"
"7770","1.027","1.097","1.557","Trinervitermes trinervius Worker"
"7771","1.347","1.146","1.627","Trinervitermes trinervius Worker"
"7772","1.048","0.915","0.764","Trinervitermes trinervius Soldier"
"7773","1.108","0.955","0.845","Trinervitermes trinervius Soldier"
"7774","1.064","0.927","0.627","Trinervitermes trinervius Soldier"
"7775","1.056","0.743","0.814","Trinervitermes trinervius Soldier"
"7776","1.137","0.932","0.864","Trinervitermes trinervius Soldier"
"7777","1.19","0.942","0.874","Trinervitermes trinervius Soldier"
"7778","1.062","0.992","0.739","Trinervitermes trinervius Soldier"
"7779","1.031","0.993","0.799","Trinervitermes trinervius Soldier"
"7780","1.313","1.019","1","Trinervitermes trinervius Soldier"
"7781","0.956","0.889","0.771","Trinervitermes trinervius Soldier"
"7782","1.357","1.005","1.412","Trinervitermes trinervius Soldier"
"7783","1.157","0.852","1.36","Trinervitermes trinervius Soldier"
"7784","1.04","1.07","1.179","Trinervitermes trinervius Soldier"
"7785","1.164","0.904","1.465","Trinervitermes trinervius Soldier"
"7786","1.341","1.12","1.44","Trinervitermes trinervius Soldier"
"7787","1.153","0.983","1.522","Trinervitermes trinervius Soldier"
"7788","1.335","1.125","1.32","Trinervitermes trinervius Soldier"
"7789","1.126","1.053","1.483","Trinervitermes trinervius Soldier"
"7790","1.368","1.26","1.539","Trinervitermes trinervius Soldier"
"7791","1.189","1.105","1.421","Trinervitermes trinervius Soldier"
"7792","1.972","1.08","1.363","Trinervitermes trinervius Queen"
"7793","0.81","0.61","1.176","Trinervitermes dispar Worker"
"7794","0.82","0.716","1.187","Trinervitermes dispar Worker"
"7795","0.801","0.707","1.177","Trinervitermes dispar Worker"
"7796","0.762","0.731","0.999","Trinervitermes dispar Worker"
"7797","0.764","0.716","1.171","Trinervitermes dispar Worker"
"7798","0.75","0.678","1.101","Trinervitermes dispar Worker"
"7799","na","0.517","1.041","Trinervitermes dispar Worker"
"7800","0.785","0.536","1.171","Trinervitermes dispar Worker"
"7801","0.638","0.678","0.982","Trinervitermes dispar Worker"
"7802","0.724","0.554","1.134","Trinervitermes dispar Worker"
"7803","0.829","0.692","1.26","Trinervitermes dispar Worker"
"7804","0.747","0.635","1.239","Trinervitermes dispar Worker"
"7805","0.742","0.728","1.224","Trinervitermes dispar Worker"
"7806","0.743","0.711","1.191","Trinervitermes dispar Worker"
"7807","0.752","0.76","1.218","Trinervitermes dispar Worker"
"7808","1.042","1.093","1.441","Trinervitermes dispar Worker"
"7809","0.994","0.868","1.334","Trinervitermes dispar Worker"
"7810","0.9","0.806","1.4","Trinervitermes dispar Worker"
"7811","0.847","0.729","1.297","Trinervitermes dispar Worker"
"7812","0.706","0.798","1.303","Trinervitermes dispar Worker"
"7813","0.702","0.78","1.13","Trinervitermes dispar Worker"
"7814","0.875","0.783","1.32","Trinervitermes dispar Worker"
"7815","0.881","0.819","1.125","Trinervitermes dispar Worker"
"7816","0.678","0.646","1.248","Trinervitermes dispar Worker"
"7817","0.827","0.73","1.242","Trinervitermes dispar Worker"
"7818","0.642","0.598","1.248","Trinervitermes dispar Worker"
"7819","0.881","0.745","1.292","Trinervitermes dispar Worker"
"7820","0.769","0.682","1.306","Trinervitermes dispar Worker"
"7821","0.875","0.724","1.208","Trinervitermes dispar Worker"
"7822","0.573","0.506","0.963","Trinervitermes dispar Worker"
"7823","0.678","0.621","0.497","Trinervitermes dispar Soldier"
"7824","0.641","0.512","0.409","Trinervitermes dispar Soldier"
"7825","0.628","0.386","0.494","Trinervitermes dispar Soldier"
"7826","0.633","0.598","0.504","Trinervitermes dispar Soldier"
"7827","0.599","0.616","0.498","Trinervitermes dispar Soldier"
"7828","0.756","0.675","0.583","Trinervitermes dispar Soldier"
"7829","0.663","0.665","0.471","Trinervitermes dispar Soldier"
"7830","0.566","0.652","0.535","Trinervitermes dispar Soldier"
"7831","0.662","0.696","0.461","Trinervitermes dispar Soldier"
"7832","0.657","0.725","0.526","Trinervitermes dispar Soldier"
"7833","0.828","0.684","1.045","Trinervitermes dispar Soldier"
"7834","0.726","0.766","0.888","Trinervitermes dispar Soldier"
"7835","0.792","0.668","1.031","Trinervitermes dispar Soldier"
"7836","0.79","0.65","1.158","Trinervitermes dispar Soldier"
"7837","0.973","0.815","1.096","Trinervitermes dispar Soldier"
"7838","0.827","0.845","1.23","Trinervitermes dispar Soldier"
"7839","0.884","0.946","1.1","Trinervitermes dispar Soldier"
"7840","0.945","0.693","1.361","Trinervitermes dispar Soldier"
"7841","0.838","0.79","1.135","Trinervitermes dispar Soldier"
"7842","0.849","0.825","1.157","Trinervitermes dispar Soldier"
"7843","1.589","1.353","1.709","Neocapritermes utiariti Worker"
"7844","1.6","1.401","1.636","Neocapritermes utiariti Worker"
"7845","1.726","1.536","1.677","Neocapritermes utiariti Worker"
"7846","1.782","1.467","1.577","Neocapritermes utiariti Worker"
"7847","1.748","1.327","1.829","Neocapritermes utiariti Worker"
"7848","1.548","1.333","1.256","Neocapritermes utiariti Worker"
"7849","1.533","1.382","1.493","Neocapritermes utiariti Worker"
"7850","1.762","1.428","1.743","Neocapritermes utiariti Worker"
"7851","1.811","1.386","1.701","Neocapritermes utiariti Worker"
"7852","1.341","0.845","1.344","Neocapritermes utiariti Worker"
"7853","1.662","1.319","1.749","Neocapritermes utiariti Worker"
"7854","1.362","na","1.29","Neocapritermes utiariti Worker"
"7855","1.75","1.411","1.782","Neocapritermes utiariti Worker"
"7856","1.706","1.584","1.834","Neocapritermes utiariti Worker"
"7857","1.548","1.274","1.639","Neocapritermes utiariti Worker"
"7858","na","1.397","1.711","Neocapritermes utiariti Worker"
"7859","1.683","1.291","1.784","Neocapritermes utiariti Worker"
"7860","1.416","1.342","1.809","Neocapritermes utiariti Worker"
"7861","1.783","1.54","1.687","Neocapritermes utiariti Worker"
"7862","1.796","1.337","1.627","Neocapritermes utiariti Worker"
"7863","1.813","1.248","1.701","Neocapritermes utiariti Worker"
"7864","1.558","1.38","1.746","Neocapritermes utiariti Worker"
"7865","1.788","1.342","1.745","Neocapritermes utiariti Worker"
"7866","1.748","1.453","1.739","Neocapritermes utiariti Worker"
"7867","1.511","1.168","1.536","Neocapritermes utiariti Worker"
"7868","1.728","1.441","1.641","Neocapritermes utiariti Worker"
"7869","1.507","1.477","1.58","Neocapritermes utiariti Worker"
"7870","1.507","1.226","1.683","Neocapritermes utiariti Worker"
"7871","1.627","1.221","1.656","Neocapritermes utiariti Worker"
"7872","1.556","1.268","1.571","Neocapritermes utiariti Worker"
"7873","2.388","2.534","4.151","Neocapritermes utiariti Soldier"
"7874","2.985","2.253","3.923","Neocapritermes utiariti Soldier"
"7875","2.855","2.472","3.76","Neocapritermes utiariti Soldier"
"7876","2.494","2.236","4.134","Neocapritermes utiariti Soldier"
"7877","2.826","2.529","4.199","Neocapritermes utiariti Soldier"
"7878","2.306","2.43","3.773","Neocapritermes utiariti Soldier"
"7879","2.84","1.969","3.991","Neocapritermes utiariti Soldier"
"7880","2.683","2.466","4.198","Neocapritermes utiariti Soldier"
"7881","2.721","2.527","4.108","Neocapritermes utiariti Soldier"
"7882","2.761","2.455","4.198","Neocapritermes utiariti Soldier"
"7883","0.755","0.601","1.227","Amitermes meridionalis Worker"
"7884","0.746","0.709","1.22","Amitermes meridionalis Worker"
"7885","0.653","0.577","1.089","Amitermes meridionalis Worker"
"7886","0.821","0.684","1.212","Amitermes meridionalis Worker"
"7887","0.76","0.662","1.051","Amitermes meridionalis Worker"
"7888","0.708","0.616","1.148","Amitermes meridionalis Worker"
"7889","0.824","0.726","1.088","Amitermes meridionalis Worker"
"7890","0.87","0.642","1.192","Amitermes meridionalis Worker"
"7891","0.806","0.751","1.159","Amitermes meridionalis Worker"
"7892","0.868","na","1.219","Amitermes meridionalis Worker"
"7893","0.614","0.576","1.078","Amitermes meridionalis Worker"
"7894","0.718","0.529","1.185","Amitermes meridionalis Worker"
"7895","0.737","0.559","1.14","Amitermes meridionalis Worker"
"7896","0.866","0.676","1.088","Amitermes meridionalis Worker"
"7897","0.869","0.758","1.173","Amitermes meridionalis Worker"
"7898","0.844","0.672","1.027","Amitermes meridionalis Soldier"
"7899","0.813","0.758","0.978","Amitermes meridionalis Soldier"
"7900","0.845","0.648","0.993","Amitermes meridionalis Soldier"
"7901","0.712","0.646","1.146","Amitermes meridionalis Soldier"
"7902","0.758","0.806","1.13","Amitermes meridionalis Soldier"
"7903","0.838","0.56","1.44","Amitermes laurensis Worker"
"7904","0.937","0.714","1.348","Amitermes laurensis Worker"
"7905","0.811","0.607","1.212","Amitermes laurensis Worker"
"7906","1.396","0.9","1.462","Amitermes laurensis Worker"
"7907","0.851","0.81","1.467","Amitermes laurensis Worker"
"7908","0.971","0.701","1.448","Amitermes laurensis Worker"
"7909","0.761","0.645","1.5","Amitermes laurensis Worker"
"7910","0.82","0.685","1.063","Amitermes laurensis Worker"
"7911","0.676","na","1.064","Amitermes laurensis Worker"
"7912","0.724","0.624","1.082","Amitermes laurensis Worker"
"7913","0.789","0.511","1.099","Amitermes laurensis Worker"
"7914","0.704","0.521","1.053","Amitermes laurensis Worker"
"7915","0.62","0.511","1.03","Amitermes laurensis Worker"
"7916","0.728","0.532","1.065","Amitermes laurensis Worker"
"7917","0.682","0.429","1.094","Amitermes laurensis Worker"
"7918","0.81","0.637","1.265","Amitermes laurensis Soldier"
"7919","0.747","0.725","1.147","Amitermes laurensis Soldier"
"7920","0.801","0.602","1.059","Amitermes laurensis Soldier"
"7921","0.654","0.647","1.024","Amitermes laurensis Soldier"
"7922","0.88","0.724","1.13","Amitermes laurensis Soldier"
"7923","0.905","0.721","1.109","Amitermes laurensis Queen"
"7924","0.533","0.386","0.844","Amitermes beaumonti Worker"
"7925","0.604","0.363","0.835","Amitermes beaumonti Worker"
"7926","0.538","0.466","0.847","Amitermes beaumonti Worker"
"7927","0.55","0.499","0.733","Amitermes beaumonti Worker"
"7928","0.565","0.489","0.84","Amitermes beaumonti Worker"
"7929","0.542","0.45","0.807","Amitermes beaumonti Worker"
"7930","0.469","0.445","0.854","Amitermes beaumonti Worker"
"7931","0.473","0.384","0.832","Amitermes beaumonti Worker"
"7932","0.541","0.476","0.83","Amitermes beaumonti Worker"
"7933","0.48","0.409","0.796","Amitermes beaumonti Worker"
"7934","0.473","0.432","0.82","Amitermes beaumonti Worker"
"7935","0.554","0.444","0.775","Amitermes beaumonti Worker"
"7936","0.544","0.422","0.837","Amitermes beaumonti Worker"
"7937","0.525","0.396","0.878","Amitermes beaumonti Worker"
"7938","0.544","0.426","0.831","Amitermes beaumonti Worker"
"7939","0.495","0.436","0.828","Amitermes beaumonti Worker"
"7940","0.563","0.409","0.83","Amitermes beaumonti Worker"
"7941","0.513","0.446","0.842","Amitermes beaumonti Worker"
"7942","0.547","0.356","0.883","Amitermes beaumonti Worker"
"7943","0.587","0.304","0.865","Amitermes beaumonti Worker"
"7944","0.55","0.511","0.817","Amitermes beaumonti Worker"
"7945","0.497","0.439","0.795","Amitermes beaumonti Worker"
"7946","0.495","0.364","0.829","Amitermes beaumonti Worker"
"7947","0.503","0.455","0.728","Amitermes beaumonti Worker"
"7948","0.556","0.387","0.829","Amitermes beaumonti Worker"
"7949","0.547","0.475","0.774","Amitermes beaumonti Worker"
"7950","0.45","0.475","0.807","Amitermes beaumonti Worker"
"7951","0.506","0.394","0.793","Amitermes beaumonti Worker"
"7952","0.595","0.435","0.809","Amitermes beaumonti Worker"
"7953","na","0.46","0.822","Amitermes beaumonti Worker"
"7954","0.698","0.373","0.864","Amitermes beaumonti Soldier"
"7955","0.586","0.428","0.924","Amitermes beaumonti Soldier"
"7956","0.503","0.396","0.768","Amitermes beaumonti Soldier"
"7957","0.547","0.452","0.835","Amitermes beaumonti Soldier"
"7958","0.608","0.458","0.833","Amitermes beaumonti Soldier"
"7959","0.601","0.447","0.909","Amitermes beaumonti Soldier"
"7960","0.479","0.469","0.931","Amitermes beaumonti Soldier"
"7961","0.525","0.475","0.794","Amitermes beaumonti Soldier"
"7962","0.553","0.475","0.887","Amitermes beaumonti Soldier"
"7963","0.588","0.55","0.864","Amitermes beaumonti Soldier"
"7964","0.792","0.53","1.105","Amitermes evuncifer Worker"
"7965","0.636","0.498","1.002","Amitermes evuncifer Worker"
"7966","0.771","0.611","1.164","Amitermes evuncifer Worker"
"7967","0.703","0.541","0.942","Amitermes evuncifer Worker"
"7968","0.668","0.591","0.906","Amitermes evuncifer Worker"
"7969","0.756","0.631","1.016","Amitermes evuncifer Worker"
"7970","0.811","0.608","1.101","Amitermes evuncifer Worker"
"7971","0.771","0.62","1.101","Amitermes evuncifer Worker"
"7972","0.769","0.715","1.144","Amitermes evuncifer Worker"
"7973","0.746","0.635","1.082","Amitermes evuncifer Worker"
"7974","0.748","0.632","1.087","Amitermes evuncifer Worker"
"7975","0.718","0.557","1.083","Amitermes evuncifer Worker"
"7976","0.662","0.553","0.977","Amitermes evuncifer Worker"
"7977","0.584","0.439","1.003","Amitermes evuncifer Worker"
"7978","0.697","0.615","1.076","Amitermes evuncifer Worker"
"7979","0.788","0.666","1.115","Amitermes evuncifer Worker"
"7980","0.743","0.642","1.091","Amitermes evuncifer Worker"
"7981","0.708","0.628","1.092","Amitermes evuncifer Worker"
"7982","0.692","0.482","0.987","Amitermes evuncifer Worker"
"7983","0.547","0.613","1.114","Amitermes evuncifer Worker"
"7984","0.696","0.602","1.146","Amitermes evuncifer Worker"
"7985","0.629","0.547","1.07","Amitermes evuncifer Worker"
"7986","0.64","0.488","1.049","Amitermes evuncifer Worker"
"7987","0.624","0.562","1.057","Amitermes evuncifer Worker"
"7988","0.667","0.643","1.066","Amitermes evuncifer Worker"
"7989","0.64","0.649","1.05","Amitermes evuncifer Worker"
"7990","0.78","0.58","1.094","Amitermes evuncifer Worker"
"7991","0.628","0.488","1.029","Amitermes evuncifer Worker"
"7992","0.669","0.473","1.105","Amitermes evuncifer Worker"
"7993","0.863","0.56","1.089","Amitermes evuncifer Worker"
"7994","0.796","0.712","1.169","Amitermes evuncifer Soldier"
"7995","0.743","0.687","1.175","Amitermes evuncifer Soldier"
"7996","0.683","0.814","1.171","Amitermes evuncifer Soldier"
"7997","0.839","0.815","1.188","Amitermes evuncifer Soldier"
"7998","0.762","0.6","1.096","Amitermes evuncifer Soldier"
"7999","0.735","0.685","1.125","Amitermes evuncifer Soldier"
"8000","0.863","0.807","1.124","Amitermes evuncifer Soldier"
"8001","0.828","0.763","1.166","Amitermes evuncifer Soldier"
"8002","0.796","0.753","1.088","Amitermes evuncifer Soldier"
"8003","0.696","0.766","1.103","Amitermes evuncifer Soldier"
"8004","0.678","0.486","0.923","Amitermes dentatus Worker"
"8005","0.766","0.524","0.905","Amitermes dentatus Worker"
"8006","0.67","0.516","0.962","Amitermes dentatus Worker"
"8007","0.799","0.561","0.979","Amitermes dentatus Worker"
"8008","0.611","0.492","0.914","Amitermes dentatus Worker"
"8009","0.71","0.583","0.951","Amitermes dentatus Worker"
"8010","0.71","0.55","0.958","Amitermes dentatus Worker"
"8011","0.664","0.514","0.954","Amitermes dentatus Worker"
"8012","0.755","0.579","0.963","Amitermes dentatus Worker"
"8013","1.044","0.704","1.08","Amitermes dentatus Worker"
"8014","1.013","0.794","1.064","Amitermes dentatus Worker"
"8015","0.939","0.82","1.131","Amitermes dentatus Worker"
"8016","0.784","0.609","0.964","Amitermes dentatus Worker"
"8017","0.737","0.697","1.041","Amitermes dentatus Worker"
"8018","0.757","0.557","0.968","Amitermes dentatus Worker"
"8019","0.679","0.553","0.938","Amitermes dentatus Worker"
"8020","0.728","0.6","0.907","Amitermes dentatus Worker"
"8021","0.679","0.582","0.885","Amitermes dentatus Worker"
"8022","0.69","0.619","0.848","Amitermes dentatus Worker"
"8023","0.62","0.541","0.813","Amitermes dentatus Worker"
"8024","0.574","0.585","0.924","Amitermes dentatus Worker"
"8025","0.748","0.6","0.927","Amitermes dentatus Worker"
"8026","0.676","0.551","0.929","Amitermes dentatus Worker"
"8027","0.68","0.585","0.935","Amitermes dentatus Worker"
"8028","0.752","0.599","0.831","Amitermes dentatus Worker"
"8029","0.682","0.612","0.891","Amitermes dentatus Worker"
"8030","0.747","0.623","0.91","Amitermes dentatus Worker"
"8031","0.732","0.594","0.907","Amitermes dentatus Worker"
"8032","0.606","0.447","0.831","Amitermes dentatus Worker"
"8033","0.715","0.594","0.989","Amitermes dentatus Worker"
"8034","0.673","0.538","1.06","Amitermes dentatus Soldier"
"8035","0.891","0.693","1.213","Amitermes dentatus Soldier"
"8036","0.792","0.618","1.104","Amitermes dentatus Soldier"
"8037","0.793","0.798","1.118","Amitermes dentatus Soldier"
"8038","0.786","0.663","1.188","Amitermes dentatus Soldier"
"8039","0.732","0.632","1.065","Amitermes dentatus Soldier"
"8040","0.713","0.658","1.101","Amitermes dentatus Soldier"
"8041","0.806","0.622","1.047","Amitermes dentatus Soldier"
"8042","0.625","0.587","1.086","Amitermes dentatus Soldier"
"8043","0.783","0.72","1.228","Amitermes dentatus Soldier"
"8044","0.842","0.579","0.776","Amitermes dentatus Queen"
"8045","0.367","0.289","0.722","Microtermes magnocellus Worker"
"8046","0.359","0.378","0.745","Microtermes magnocellus Worker"
"8047","0.406","0.332","0.741","Microtermes magnocellus Worker"
"8048","0.356","0.338","0.766","Microtermes magnocellus Worker"
"8049","0.412","0.31","0.751","Microtermes magnocellus Worker"
"8050","0.394","0.349","0.547","Microtermes magnocellus Worker"
"8051","0.411","0.367","0.737","Microtermes magnocellus Worker"
"8052","0.425","0.395","0.603","Microtermes magnocellus Worker"
"8053","0.399","0.335","0.731","Microtermes magnocellus Worker"
"8054","0.418","0.318","0.709","Microtermes magnocellus Worker"
"8055","0.406","0.29","0.673","Microtermes magnocellus Worker"
"8056","0.385","0.304","0.716","Microtermes magnocellus Worker"
"8057","0.355","0.352","0.716","Microtermes magnocellus Worker"
"8058","0.448","0.322","0.739","Microtermes magnocellus Worker"
"8059","0.414","0.335","0.71","Microtermes magnocellus Worker"
"8060","0.362","0.382","0.729","Microtermes magnocellus Worker"
"8061","0.401","0.382","0.743","Microtermes magnocellus Worker"
"8062","0.453","0.355","0.743","Microtermes magnocellus Worker"
"8063","0.49","0.337","0.729","Microtermes magnocellus Worker"
"8064","0.461","0.439","0.698","Microtermes magnocellus Worker"
"8065","0.49","0.379","0.721","Microtermes magnocellus Worker"
"8066","na","0.304","0.813","Microtermes magnocellus Worker"
"8067","0.422","0.321","0.761","Microtermes magnocellus Worker"
"8068","0.472","0.399","0.786","Microtermes magnocellus Worker"
"8069","0.344","0.344","0.844","Microtermes magnocellus Worker"
"8070","0.28","0.3","0.628","Microtermes magnocellus Worker"
"8071","0.304","0.261","0.675","Microtermes magnocellus Worker"
"8072","0.329","0.357","0.693","Microtermes magnocellus Worker"
"8073","0.397","0.263","0.716","Microtermes magnocellus Worker"
"8074","0.391","0.214","0.582","Microtermes magnocellus Worker"
"8075","0.425","0.316","0.677","Microtermes magnocellus Soldier"
"8076","0.456","0.338","0.724","Microtermes magnocellus Soldier"
"8077","0.417","0.359","0.679","Microtermes magnocellus Soldier"
"8078","0.417","0.323","0.667","Microtermes magnocellus Soldier"
"8079","na","0.405","0.66","Microtermes magnocellus Soldier"
"8080","na","0.361","0.719","Microtermes magnocellus Soldier"
"8081","na","na","0.675","Microtermes magnocellus Soldier"
"8082","0.486","0.364","0.607","Microtermes magnocellus Soldier"
"8083","0.382","0.367","0.656","Microtermes magnocellus Soldier"
"8084","0.396","0.326","0.626","Microtermes magnocellus Soldier"
"8085","0.376","0.352","0.784","Microtermes traghardi Worker"
"8086","0.33","0.339","0.79","Microtermes traghardi Worker"
"8087","0.339","0.313","0.8","Microtermes traghardi Worker"
"8088","0.474","0.338","0.798","Microtermes traghardi Worker"
"8089","0.362","0.272","0.808","Microtermes traghardi Worker"
"8090","0.423","0.445","0.819","Microtermes traghardi Worker"
"8091","0.421","0.32","0.803","Microtermes traghardi Worker"
"8092","0.36","0.358","0.812","Microtermes traghardi Worker"
"8093","0.412","0.328","0.79","Microtermes traghardi Worker"
"8094","0.355","0.269","0.8","Microtermes traghardi Worker"
"8095","0.329","0.289","0.767","Microtermes traghardi Worker"
"8096","0.427","0.38","0.801","Microtermes traghardi Worker"
"8097","0.28","0.255","0.741","Microtermes traghardi Worker"
"8098","0.353","0.301","0.766","Microtermes traghardi Worker"
"8099","0.341","0.302","0.791","Microtermes traghardi Worker"
"8100","0.42","0.249","0.806","Microtermes traghardi Worker"
"8101","0.434","0.34","0.78","Microtermes traghardi Worker"
"8102","0.443","0.292","0.789","Microtermes traghardi Worker"
"8103","0.389","0.291","0.793","Microtermes traghardi Worker"
"8104","0.467","0.348","0.78","Microtermes traghardi Worker"
"8105","0.32","0.267","0.771","Microtermes traghardi Worker"
"8106","0.437","0.324","0.78","Microtermes traghardi Worker"
"8107","0.34","0.353","0.802","Microtermes traghardi Worker"
"8108","0.362","0.341","0.815","Microtermes traghardi Worker"
"8109","0.576","0.443","0.925","Microtermes traghardi Worker"
"8110","0.604","0.419","0.883","Microtermes traghardi Worker"
"8111","0.589","0.405","0.931","Microtermes traghardi Worker"
"8112","0.426","0.341","0.757","Microtermes traghardi Worker"
"8113","0.467","0.405","0.801","Microtermes traghardi Worker"
"8114","0.471","0.395","0.792","Microtermes traghardi Worker"
"8115","0.343","0.313","0.594","Microtermes traghardi Soldier"
"8116","0.428","0.333","0.608","Microtermes traghardi Soldier"
"8117","0.434","na","0.601","Microtermes traghardi Soldier"
"8118","0.263","0.325","0.616","Microtermes traghardi Soldier"
"8119","0.381","0.274","0.562","Microtermes traghardi Soldier"
"8120","0.436","0.31","0.623","Microtermes traghardi Soldier"
"8121","0.378","0.293","0.61","Microtermes traghardi Soldier"
"8122","0.427","0.379","0.604","Microtermes traghardi Soldier"
"8123","0.496","0.353","0.685","Microtermes traghardi Soldier"
"8124","0.378","0.334","0.572","Microtermes traghardi Soldier"
"8125","0.448","na","0.879","Microtermes subhyalinus Worker"
"8126","0.272","0.365","0.844","Microtermes subhyalinus Worker"
"8127","0.473","0.343","0.89","Microtermes subhyalinus Worker"
"8128","0.331","na","0.751","Microtermes subhyalinus Worker"
"8129","0.338","0.271","0.595","Microtermes subhyalinus Worker"
"8130","0.414","0.37","0.782","Microtermes subhyalinus Worker"
"8131","0.459","0.282","0.792","Microtermes subhyalinus Worker"
"8132","0.399","0.238","0.595","Microtermes subhyalinus Worker"
"8133","0.39","0.276","0.802","Microtermes subhyalinus Worker"
"8134","0.441","0.301","0.742","Microtermes subhyalinus Worker"
"8135","0.43","0.37","0.746","Microtermes subhyalinus Worker"
"8136","0.372","0.328","0.576","Microtermes subhyalinus Worker"
"8137","0.378","0.365","0.773","Microtermes subhyalinus Worker"
"8138","0.384","0.325","0.743","Microtermes subhyalinus Worker"
"8139","0.317","0.332","0.577","Microtermes subhyalinus Worker"
"8140","0.34","0.301","0.769","Microtermes subhyalinus Worker"
"8141","0.323","0.291","0.805","Microtermes subhyalinus Worker"
"8142","0.305","0.283","0.828","Microtermes subhyalinus Worker"
"8143","0.355","0.338","0.685","Microtermes subhyalinus Worker"
"8144","0.333","0.224","0.565","Microtermes subhyalinus Worker"
"8145","0.402","na","0.731","Microtermes subhyalinus Worker"
"8146","0.427","0.286","0.736","Microtermes subhyalinus Worker"
"8147","0.385","0.33","0.619","Microtermes subhyalinus Worker"
"8148","0.411","0.238","0.717","Microtermes subhyalinus Worker"
"8149","0.459","0.315","0.785","Microtermes subhyalinus Worker"
"8150","0.373","0.334","0.811","Microtermes subhyalinus Worker"
"8151","0.398","0.347","0.824","Microtermes subhyalinus Worker"
"8152","0.371","0.333","0.606","Microtermes subhyalinus Worker"
"8153","0.375","0.307","0.772","Microtermes subhyalinus Worker"
"8154","0.357","0.333","0.566","Microtermes subhyalinus Worker"
"8155","0.456","0.37","0.689","Microtermes subhyalinus Soldier"
"8156","0.431","0.34","0.586","Microtermes subhyalinus Soldier"
"8157","0.377","na","0.636","Microtermes subhyalinus Soldier"
"8158","0.384","0.333","0.562","Microtermes subhyalinus Soldier"
"8159","0.4","0.322","0.564","Microtermes subhyalinus Soldier"
"8160","0.437","0.289","0.645","Microtermes subhyalinus Soldier"
"8161","0.283","0.231","0.528","Microtermes subhyalinus Soldier"
"8162","0.41","na","0.569","Microtermes subhyalinus Soldier"
"8163","0.39","0.372","0.569","Microtermes subhyalinus Soldier"
"8164","na","0.332","0.559","Microtermes subhyalinus Soldier"
"8165","0.444","0.329","0.834","Microtermes allandanus Worker"
"8166","0.472","0.312","0.691","Microtermes allandanus Worker"
"8167","0.465","na","0.769","Microtermes allandanus Worker"
"8168","0.455","0.412","0.657","Microtermes allandanus Worker"
"8169","0.445","0.447","0.789","Microtermes allandanus Worker"
"8170","0.366","0.3","0.642","Microtermes allandanus Worker"
"8171","0.447","0.328","0.773","Microtermes allandanus Worker"
"8172","0.307","0.3","0.588","Microtermes allandanus Worker"
"8173","0.394","0.3","0.755","Microtermes allandanus Worker"
"8174","0.495","0.35","0.824","Microtermes allandanus Worker"
"8175","0.529","0.381","0.82","Microtermes allandanus Worker"
"8176","0.454","na","0.799","Microtermes allandanus Worker"
"8177","0.389","0.396","0.753","Microtermes allandanus Worker"
"8178","0.475","0.362","0.77","Microtermes allandanus Worker"
"8179","0.404","0.243","0.759","Microtermes allandanus Worker"
"8180","0.438","na","0.788","Microtermes allandanus Worker"
"8181","0.435","0.385","0.811","Microtermes allandanus Worker"
"8182","0.48","0.288","0.798","Microtermes allandanus Worker"
"8183","0.441","0.346","0.787","Microtermes allandanus Worker"
"8184","0.466","0.304","0.784","Microtermes allandanus Worker"
"8185","0.394","0.343","0.737","Microtermes allandanus Worker"
"8186","0.365","0.263","0.619","Microtermes allandanus Worker"
"8187","0.354","0.307","0.607","Microtermes allandanus Worker"
"8188","0.413","0.335","0.624","Microtermes allandanus Worker"
"8189","0.473","na","0.82","Microtermes allandanus Worker"
"8190","0.425","0.293","0.804","Microtermes allandanus Worker"
"8191","0.432","0.377","0.784","Microtermes allandanus Worker"
"8192","0.493","0.364","0.824","Microtermes allandanus Worker"
"8193","0.461","0.308","0.801","Microtermes allandanus Worker"
"8194","0.385","0.247","0.614","Microtermes allandanus Worker"
"8195","0.509","0.414","0.721","Microtermes allandanus Soldier"
"8196","0.466","0.371","0.701","Microtermes allandanus Soldier"
"8197","0.436","0.324","0.732","Microtermes allandanus Soldier"
"8198","0.461","0.37","0.69","Microtermes allandanus Soldier"
"8199","0.42","0.416","0.773","Microtermes allandanus Soldier"
"8200","0.511","0.341","0.737","Microtermes allandanus Soldier"
"8201","0.47","0.339","0.7","Microtermes allandanus Soldier"
"8202","0.482","0.423","0.735","Microtermes allandanus Soldier"
"8203","0.486","0.361","0.714","Microtermes allandanus Soldier"
"8204","0.53","0.376","0.738","Microtermes allandanus Soldier"
"8205","0.743","0.595","1.076","Odontotermes sarawakensis Worker"
"8206","0.697","0.582","1.007","Odontotermes sarawakensis Worker"
"8207","0.762","0.611","1.051","Odontotermes sarawakensis Worker"
"8208","0.779","0.575","1.17","Odontotermes sarawakensis Worker"
"8209","0.711","0.611","1.161","Odontotermes sarawakensis Worker"
