"","HF","FT","HW","id"
"4561","0.433","0.329","0.607","Malaysiotermes spinocephalus Worker"
"4562","0.5","0.441","0.591","Malaysiotermes spinocephalus Worker"
"4563","0.357","0.38","0.609","Malaysiotermes spinocephalus Worker"
"4564","0.339","0.284","0.637","Malaysiotermes spinocephalus Worker"
"4565","0.48","0.329","0.676","Malaysiotermes spinocephalus Worker"
"4566","0.484","0.403","0.584","Malaysiotermes spinocephalus Worker"
"4567","0.447","0.327","0.556","Malaysiotermes spinocephalus Worker"
"4568","0.472","0.317","0.65","Malaysiotermes spinocephalus Worker"
"4569","0.521","0.349","0.634","Malaysiotermes spinocephalus Worker"
"4570","0.448","0.317","0.664","Malaysiotermes spinocephalus Worker"
"4571","0.465","0.389","0.674","Malaysiotermes spinocephalus Worker"
"4572","0.361","0.289","0.608","Malaysiotermes spinocephalus Worker"
"4573","0.484","0.362","0.607","Malaysiotermes spinocephalus Soldier"
"4574","0.429","0.347","0.452","Malaysiotermes spinocephalus Soldier"
"4575","0.394","0.257","0.592","Malaysiotermes spinocephalus Soldier"
"4576","0.47","0.382","0.518","Malaysiotermes spinocephalus Soldier"
"4577","0.398","0.397","0.534","Malaysiotermes spinocephalus Soldier"
"4578","0.499","0.355","0.576","Malaysiotermes spinocephalus Soldier"
"4579","0.494","0.406","0.579","Malaysiotermes spinocephalus Soldier"
"4580","0.459","0.315","0.466","Malaysiotermes spinocephalus Soldier"
"4581","0.48","0.286","0.539","Malaysiotermes spinocephalus Soldier"
"4582","0.493","0.393","0.622","Malaysiotermes spinocephalus Soldier"
"4583","1.102","0.756","1.512","Nitiditermes berghei Soldier"
"4584","1.087","0.668","1.644","Nitiditermes berghei Soldier"
